Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
122	1	640.001050, 360.000315	0.000016, 0.000007	0.000000, 0.000000
122	2	753.037239, 524.202481	-1.305059, 0.901687	-0.007216, -0.010306
122	3	924.023572, 506.785492	-0.574197, 1.111595	-0.004354, -0.002229
123	1	640.001066, 360.000323	0.000016, 0.000008	0.000000, 0.000000
123	2	751.725045, 525.093805	-1.312194, 0.891323	-0.007134, -0.010364
123	3	923.445029, 507.894842	-0.578543, 1.109349	-0.004346, -0.002246
124	1	640.001082, 360.000331	0.000016, 0.000008	0.000000, 0.000000
124	2	750.405800, 525.974707	-1.319245, 0.880903	-0.007052, -0.010421
124	3	922.862149, 509.001928	-0.582880, 1.107087	-0.004337, -0.002263
125	1	640.001098, 360.000339	0.000016, 0.000008	0.000000, 0.000000
125	2	749.079585, 526.845133	-1.326214, 0.870426	-0.006969, -0.010477
125	3	922.274941, 510.106735	-0.587208, 1.104807	-0.004328, -0.002280
126	1	640.001114, 360.000347	0.000016, 0.000008	0.000000, 0.000000
126	2	747.746485, 527.705027	-1.333100, 0.859894	-0.006886, -0.010532
126	3	921.683413, 511.209245	-0.591527, 1.102510	-0.004319, -0.002297
127	1	640.001130, 360.000355	0.000016, 0.000008	0.000000, 0.000000
127	2	746.406584, 528.554334	-1.339902, 0.849307	-0.006802, -0.010587
127	3	921.087576, 512.309441	-0.595838, 1.100196	-0.004310, -0.002314
128	1	640.001147, 360.000363	0.000016, 0.000008	0.000000, 0.000000
128	2	745.059965, 529.392999	-1.346619, 0.838666	-0.006718, -0.010641
128	3	920.487437, 513.407306	-0.600139, 1.097866	-0.004301, -0.002331
129	1	640.001164, 360.000371	0.000017, 0.000008	0.000000, 0.000000
129	2	743.706713, 530.220970	-1.353252, 0.827971	-0.006633, -0.010695
129	3	919.883005, 514.502825	-0.604431, 1.095518	-0.004292, -0.002347
130	1	640.001180, 360.000380	0.000017, 0.000008	0.000000, 0.000000
130	2	742.346913, 531.038194	-1.359800, 0.817223	-0.006548, -0.010747
130	3	919.274291, 515.595978	-0.608714, 1.093154	-0.004283, -0.002364
131	1	640.001197, 360.000388	0.000017, 0.000009	0.000000, 0.000000
131	2	740.980651, 531.844618	-1.366262, 0.806424	-0.006462, -0.010800
131	3	918.661303, 516.686751	-0.612988, 1.090773	-0.004274, -0.002381
132	1	640.001214, 360.000397	0.000017, 0.000009	0.000000, 0.000000
132	2	739.608013, 532.640191	-1.372638, 0.795573	-0.006376, -0.010851
132	3	918.044050, 517.775126	-0.617253, 1.088375	-0.004265, -0.002398
133	1	640.001231, 360.000406	0.000017, 0.000009	0.000000, 0.000000
133	2	738.229085, 533.424862	-1.378928, 0.784671	-0.006290, -0.010902
133	3	917.422542, 518.861087	-0.621508, 1.085961	-0.004255, -0.002414
134	1	640.001248, 360.000414	0.000017, 0.000009	0.000000, 0.000000
134	2	736.843953, 534.198581	-1.385131, 0.773719	-0.006203, -0.010952
134	3	916.796788, 519.944616	-0.625754, 1.083529	-0.004246, -0.002431
135	1	640.001265, 360.000423	0.000017, 0.000009	0.000000, 0.000000
135	2	735.452706, 534.961299	-1.391247, 0.762718	-0.006116, -0.011001
135	3	916.166798, 521.025698	-0.629990, 1.081082	-0.004236, -0.002448
136	1	640.001282, 360.000433	0.000017, 0.000009	0.000000, 0.000000
136	2	734.055431, 535.712966	-1.397275, 0.751668	-0.006028, -0.011050
136	3	915.532582, 522.104315	-0.634217, 1.078617	-0.004227, -0.002464
137	1	640.001299, 360.000442	0.000017, 0.000009	0.000000, 0.000000
137	2	732.652215, 536.453536	-1.403216, 0.740570	-0.005940, -0.011098
137	3	914.894148, 523.180451	-0.638434, 1.076136	-0.004217, -0.002481
138	1	640.001316, 360.000451	0.000017, 0.000009	0.000000, 0.000000
138	2	731.243148, 537.182961	-1.409068, 0.729425	-0.005852, -0.011145
138	3	914.251507, 524.254090	-0.642641, 1.073639	-0.004207, -0.002497
139	1	640.001334, 360.000461	0.000017, 0.000010	0.000000, 0.000000
139	2	729.828317, 537.901194	-1.414831, 0.718233	-0.005763, -0.011192
139	3	913.604669, 525.325215	-0.646839, 1.071125	-0.004198, -0.002514
140	1	640.001351, 360.000470	0.000017, 0.000010	0.000000, 0.000000
140	2	728.407812, 538.608190	-1.420505, 0.706995	-0.005674, -0.011238
140	3	912.953642, 526.393810	-0.651026, 1.068595	-0.004188, -0.002530
141	1	640.001369, 360.000480	0.000018, 0.000010	0.000000, 0.000000
141	2	726.981722, 539.303902	-1.426090, 0.695713	-0.005585, -0.011283
141	3	912.298438, 527.459857	-0.655204, 1.066048	-0.004178, -0.002547
142	1	640.001386, 360.000490	0.000018, 0.000010	0.000000, 0.000000
142	2	725.550138, 539.988288	-1.431584, 0.684386	-0.005495, -0.011327
142	3	911.639065, 528.523342	-0.659372, 1.063485	-0.004168, -0.002563
143	1	640.001404, 360.000500	0.000018, 0.000010	0.000000, 0.000000
143	2	724.113149, 540.661303	-1.436989, 0.673015	-0.005405, -0.011371
143	3	910.975535, 529.584247	-0.663530, 1.060905	-0.004158, -0.002579
144	1	640.001422, 360.000510	0.000018, 0.000010	0.000000, 0.000000
144	2	722.670846, 541.322903	-1.442303, 0.661601	-0.005314, -0.011414
144	3	910.307857, 530.642556	-0.667678, 1.058309	-0.004148, -0.002596
145	1	640.001440, 360.000521	0.000018, 0.000010	0.000000, 0.000000
145	2	721.223320, 541.973048	-1.447526, 0.650145	-0.005223, -0.011456
145	3	909.636040, 531.698254	-0.671816, 1.055697	-0.004138, -0.002612
146	1	640.001457, 360.000531	0.000018, 0.000010	0.000000, 0.000000
146	2	719.770662, 542.611695	-1.452658, 0.638647	-0.005132, -0.011498
146	3	908.960097, 532.751323	-0.675944, 1.053069	-0.004128, -0.002628
147	1	640.001475, 360.000542	0.000018, 0.000011	0.000000, 0.000000
147	2	718.312964, 543.238803	-1.457698, 0.627108	-0.005040, -0.011538
147	3	908.280036, 533.801747	-0.680061, 1.050425	-0.004117, -0.002644
148	1	640.001494, 360.000552	0.000018, 0.000011	0.000000, 0.000000
148	2	716.850318, 543.854333	-1.462646, 0.615530	-0.004948, -0.011579
148	3	907.595868, 534.849511	-0.684168, 1.047764	-0.004107, -0.002661
149	1	640.001512, 360.000563	0.000018, 0.000011	0.000000, 0.000000
149	2	715.382816, 544.458245	-1.467502, 0.603912	-0.004856, -0.011618
149	3	906.907604, 535.894599	-0.688264, 1.045087	-0.004097, -0.002677
150	1	640.001530, 360.000574	0.000018, 0.000011	0.000000, 0.000000
150	2	713.910550, 545.050501	-1.472266, 0.592256	-0.004764, -0.011656
150	3	906.215253, 536.936994	-0.692351, 1.042395	-0.004086, -0.002693
151	1	640.001548, 360.000585	0.000018, 0.000011	0.000000, 0.000000
151	2	712.433613, 545.631062	-1.476937, 0.580561	-0.004671, -0.011694
151	3	905.518827, 537.976680	-0.696426, 1.039686	-0.004076, -0.002709
152	1	640.001566, 360.000596	0.000018, 0.000011	0.000000, 0.000000
152	2	710.952099, 546.199892	-1.481514, 0.568830	-0.004577, -0.011731
152	3	904.818336, 539.013641	-0.700491, 1.036961	-0.004065, -0.002725
153	1	640.001585, 360.000608	0.000018, 0.000011	0.000000, 0.000000
153	2	709.466101, 546.756954	-1.485998, 0.557062	-0.004484, -0.011768
153	3	904.113791, 540.047862	-0.704545, 1.034221	-0.004054, -0.002741
154	1	640.001603, 360.000619	0.000018, 0.000011	0.000000, 0.000000
154	2	707.975713, 547.302213	-1.490388, 0.545259	-0.004390, -0.011803
154	3	903.405202, 541.079326	-0.708589, 1.031464	-0.004044, -0.002756
155	1	640.001622, 360.000631	0.000019, 0.000012	0.000000, 0.000000
155	2	706.481029, 547.835633	-1.494684, 0.533420	-0.004296, -0.011838
155	3	902.692580, 542.108018	-0.712622, 1.028692	-0.004033, -0.002772
156	1	640.001640, 360.000642	0.000019, 0.000012	0.000000, 0.000000
156	2	704.982142, 548.357182	-1.498886, 0.521548	-0.004202, -0.011872
156	3	901.975936, 543.133922	-0.716644, 1.025904	-0.004022, -0.002788
157	1	640.001659, 360.000654	0.000019, 0.000012	0.000000, 0.000000
157	2	703.479149, 548.866824	-1.502993, 0.509642	-0.004107, -0.011906
157	3	901.255280, 544.157021	-0.720655, 1.023100	-0.004011, -0.002804
158	1	640.001678, 360.000666	0.000019, 0.000012	0.000000, 0.000000
158	2	701.972143, 549.364528	-1.507006, 0.497704	-0.004012, -0.011938
158	3	900.530625, 545.177302	-0.724655, 1.020280	-0.004000, -0.002820
159	1	640.001696, 360.000678	0.000019, 0.000012	0.000000, 0.000000
159	2	700.461220, 549.850262	-1.510923, 0.485734	-0.003917, -0.011970
159	3	899.801981, 546.194747	-0.728644, 1.017445	-0.003989, -0.002835
160	1	640.001715, 360.000690	0.000019, 0.000012	0.000000, 0.000000
160	2	698.946475, 550.323995	-1.514745, 0.473733	-0.003822, -0.012001
160	3	899.069358, 547.209341	-0.732623, 1.014594	-0.003978, -0.002851
161	1	640.001734, 360.000703	0.000019, 0.000012	0.000000, 0.000000
161	2	697.428004, 550.785697	-1.518471, 0.461701	-0.003726, -0.012031
161	3	898.332769, 548.221068	-0.736590, 1.011728	-0.003967, -0.002867
162	1	640.001753, 360.000715	0.000019, 0.000013	0.000000, 0.000000
162	2	695.905903, 551.235337	-1.522101, 0.449641	-0.003630, -0.012061
162	3	897.592223, 549.229914	-0.740545, 1.008845	-0.003956, -0.002882
163	1	640.001772, 360.000728	0.000019, 0.000013	0.000000, 0.000000
163	2	694.380267, 551.672888	-1.525636, 0.437551	-0.003534, -0.012090
163	3	896.847734, 550.235862	-0.744490, 1.005948	-0.003944, -0.002898
164	1	640.001791, 360.000741	0.000019, 0.000013	0.000000, 0.000000
164	2	692.851194, 552.098321	-1.529073, 0.425433	-0.003438, -0.012118
164	3	896.099311, 551.238897	-0.748423, 1.003035	-0.003933, -0.002913
165	1	640.001810, 360.000754	0.000019, 0.000013	0.000000, 0.000000
165	2	691.318779, 552.511609	-1.532415, 0.413288	-0.003341, -0.012145
165	3	895.346966, 552.239003	-0.752345, 1.000106	-0.003922, -0.002928
166	1	640.001829, 360.000767	0.000019, 0.000013	0.000000, 0.000000
166	2	689.783120, 552.912726	-1.535659, 0.401117	-0.003244, -0.012171
166	3	894.590711, 553.236166	-0.756255, 0.997163	-0.003910, -0.002944
167	1	640.001848, 360.000780	0.000019, 0.000013	0.000000, 0.000000
167	2	688.244314, 553.301645	-1.538806, 0.388920	-0.003147, -0.012197
167	3	893.830557, 554.230369	-0.760154, 0.994204	-0.003899, -0.002959
168	1	640.001868, 360.000793	0.000019, 0.000013	0.000000, 0.000000
168	2	686.702457, 553.678343	-1.541857, 0.376698	-0.003050, -0.012222
168	3	893.066517, 555.221598	-0.764041, 0.991229	-0.003887, -0.002974
169	1	640.001887, 360.000807	0.000019, 0.000013	0.000000, 0.000000
169	2	685.157648, 554.042795	-1.544809, 0.364452	-0.002953, -0.012246
169	3	892.298600, 556.209838	-0.767917, 0.988239	-0.003876, -0.002990
170	1	640.001906, 360.000820	0.000019, 0.000014	0.000000, 0.000000
170	2	683.609983, 554.394977	-1.547665, 0.352182	-0.002855, -0.012269
170	3	891.526820, 557.195072	-0.771780, 0.985235	-0.003864, -0.003005
171	1	640.001926, 360.000834	0.000019, 0.000014	0.000000, 0.000000
171	2	682.059561, 554.734867	-1.550422, 0.339890	-0.002757, -0.012292
171	3	890.751187, 558.177287	-0.775633, 0.982215	-0.003852, -0.003020
172	1	640.001945, 360.000848	0.000019, 0.000014	0.000000, 0.000000
172	2	680.506480, 555.062444	-1.553081, 0.327577	-0.002659, -0.012314
172	3	889.971714, 559.156466	-0.779473, 0.979180	-0.003840, -0.003035
173	1	640.001965, 360.000862	0.000019, 0.000014	0.000000, 0.000000
173	2	678.950837, 555.377686	-1.555643, 0.315242	-0.002561, -0.012335
173	3	889.188412, 560.132596	-0.783301, 0.976129	-0.003828, -0.003050
174	1	640.001984, 360.000876	0.000020, 0.000014	0.000000, 0.000000
174	2	677.392732, 555.680573	-1.558105, 0.302887	-0.002463, -0.012355
174	3	888.401294, 561.105660	-0.787118, 0.973064	-0.003817, -0.003065
175	1	640.002004, 360.000891	0.000020, 0.000014	0.000000, 0.000000
175	2	675.832262, 555.971087	-1.560470, 0.290513	-0.002364, -0.012374
175	3	887.610372, 562.075644	-0.790923, 0.969984	-0.003805, -0.003080
176	1	640.002023, 360.000905	0.000020, 0.000014	0.000000, 0.000000
176	2	674.269526, 556.249207	-1.562736, 0.278120	-0.002266, -0.012393
176	3	886.815657, 563.042533	-0.794715, 0.966889	-0.003793, -0.003095
177	1	640.002043, 360.000920	0.000020, 0.000015	0.000000, 0.000000
177	2	672.704624, 556.514917	-1.564903, 0.265710	-0.002167, -0.012411
177	3	886.017161, 564.006313	-0.798496, 0.963779	-0.003780, -0.003110
178	1	640.002063, 360.000934	0.000020, 0.000015	0.000000, 0.000000
178	2	671.137653, 556.768199	-1.566971, 0.253282	-0.002068, -0.012428
178	3	885.214898, 564.966967	-0.802264, 0.960655	-0.003768, -0.003125
179	1	640.002082, 360.000949	0.000020, 0.000015	0.000000, 0.000000
179	2	669.568713, 557.009037	-1.568940, 0.240838	-0.001969, -0.012444
179	3	884.408878, 565.924482	-0.806020, 0.957515	-0.003756, -0.003139
180	1	640.002102, 360.000964	0.000020, 0.000015	0.000000, 0.000000
180	2	667.997904, 557.237416	-1.570810, 0.228379	-0.001870, -0.012459
180	3	883.599114, 566.878843	-0.809764, 0.954361	-0.003744, -0.003154
181	1	640.002122, 360.000979	0.000020, 0.000015	0.000000, 0.000000
181	2	666.425324, 557.453321	-1.572580, 0.215905	-0.001770, -0.012474
181	3	882.785619, 567.830035	-0.813495, 0.951192	-0.003731, -0.003169
182	1	640.002142, 360.000995	0.000020, 0.000015	0.000000, 0.000000
182	2	664.851073, 557.656739	-1.574251, 0.203417	-0.001671, -0.012488
182	3	881.968405, 568.778044	-0.817214, 0.948009	-0.003719, -0.003183
183	1	640.002162, 360.001010	0.000020, 0.000015	0.000000, 0.000000
183	2	663.275250, 557.847655	-1.575823, 0.190917	-0.001572, -0.012501
183	3	881.147485, 569.722854	-0.820921, 0.944810	-0.003707, -0.003198
184	1	640.002181, 360.001026	0.000020, 0.000016	0.000000, 0.000000
184	2	661.697956, 558.026059	-1.577294, 0.178404	-0.001472, -0.012513
184	3	880.322870, 570.664452	-0.824615, 0.941598	-0.003694, -0.003213
185	1	640.002201, 360.001041	0.000020, 0.000016	0.000000, 0.000000
185	2	660.119289, 558.191938	-1.578667, 0.165879	-0.001372, -0.012524
185	3	879.494574, 571.602823	-0.828296, 0.938371	-0.003681, -0.003227
186	1	640.002221, 360.001057	0.000020, 0.000016	0.000000, 0.000000
186	2	658.539350, 558.345283	-1.579939, 0.153344	-0.001272, -0.012535
186	3	878.662609, 572.537952	-0.831965, 0.935129	-0.003669, -0.003242
187	1	640.002241, 360.001073	0.000020, 0.000016	0.000000, 0.000000
187	2	656.958239, 558.486082	-1.581111, 0.140799	-0.001172, -0.012545
187	3	877.826988, 573.469826	-0.835621, 0.931873	-0.003656, -0.003256
188	1	640.002261, 360.001089	0.000020, 0.000016	0.000000, 0.000000
188	2	655.376055, 558.614328	-1.582184, 0.128246	-0.001072, -0.012554
188	3	876.987723, 574.398429	-0.839265, 0.928603	-0.003643, -0.003270
189	1	640.002281, 360.001106	0.000020, 0.000016	0.000000, 0.000000
189	2	653.792899, 558.730011	-1.583156, 0.115684	-0.000972, -0.012562
189	3	876.144828, 575.323747	-0.842895, 0.925319	-0.003631, -0.003285
190	1	640.002301, 360.001122	0.000020, 0.000016	0.000000, 0.000000
190	2	652.208871, 558.833125	-1.584028, 0.103114	-0.000872, -0.012570
190	3	875.298315, 576.245767	-0.846513, 0.922020	-0.003618, -0.003299
191	1	640.002322, 360.001139	0.000020, 0.000017	0.000000, 0.000000
191	2	650.624071, 558.923663	-1.584800, 0.090538	-0.000772, -0.012576
191	3	874.448197, 577.164474	-0.850118, 0.918707	-0.003605, -0.003313
192	1	640.002342, 360.001155	0.000020, 0.000017	0.000000, 0.000000
192	2	649.038599, 559.001619	-1.585472, 0.077956	-0.000672, -0.012582
192	3	873.594487, 578.079854	-0.853710, 0.915380	-0.003592, -0.003327
193	1	640.002362, 360.001172	0.000020, 0.000017	0.000000, 0.000000
193	2	647.452556, 559.066988	-1.586043, 0.065369	-0.000572, -0.012587
193	3	872.737198, 578.991893	-0.857289, 0.912039	-0.003579, -0.003341
194	1	640.002382, 360.001189	0.000020, 0.000017	0.000000, 0.000000
194	2	645.866041, 559.119766	-1.586515, 0.052778	-0.000471, -0.012591
194	3	871.876344, 579.900576	-0.860855, 0.908684	-0.003566, -0.003355
195	1	640.002402, 360.001206	0.000020, 0.000017	0.000000, 0.000000
195	2	644.279155, 559.159950	-1.586885, 0.040183	-0.000371, -0.012595
195	3	871.011937, 580.805891	-0.864407, 0.905314	-0.003553, -0.003369
196	1	640.002422, 360.001224	0.000020, 0.000017	0.000000, 0.000000
196	2	642.692000, 559.187536	-1.587156, 0.027586	-0.000270, -0.012597
196	3	870.143990, 581.707822	-0.867947, 0.901931	-0.003540, -0.003383
197	1	640.002443, 360.001241	0.000020, 0.000017	0.000000, 0.000000
197	2	641.104673, 559.202523	-1.587326, 0.014987	-0.000170, -0.012599
197	3	869.272517, 582.606357	-0.871473, 0.898534	-0.003526, -0.003397
198	1	640.002463, 360.001259	0.000020, 0.000018	0.000000, 0.000000
198	2	639.517278, 559.204911	-1.587396, 0.002388	-0.000070, -0.012600
198	3	868.397530, 583.501480	-0.874986, 0.895124	-0.003513, -0.003411
199	1	640.002483, 360.001276	0.000020, 0.000018	0.000000, 0.000000
199	2	637.929913, 559.194698	-1.587365, -0.010212	0.000031, -0.012600
199	3	867.519045, 584.393179	-0.878486, 0.891699	-0.003500, -0.003425
200	1	640.002503, 360.001294	0.000020, 0.000018	0.000000, 0.000000
200	2	636.342679, 559.171886	-1.587234, -0.022812	0.000131, -0.012599
200	3	866.637073, 585.281440	-0.881972, 0.888261	-0.003486, -0.003438
201	1	640.002524, 360.001312	0.000020, 0.000018	0.000000, 0.000000
201	2	634.755677, 559.136477	-1.587002, -0.035410	0.000232, -0.012598
201	3	865.751628, 586.166249	-0.885445, 0.884809	-0.003473, -0.003452
202	1	640.002544, 360.001330	0.000020, 0.000018	0.000000, 0.000000
202	2	633.169006, 559.088471	-1.586670, -0.048005	0.000332, -0.012596
202	3	864.862724, 587.047592	-0.888904, 0.881343	-0.003459, -0.003466
203	1	640.002564, 360.001348	0.000020, 0.000018	0.000000, 0.000000
203	2	631.582768, 559.027873	-1.586238, -0.060598	0.000432, -0.012593
203	3	863.970374, 587.925456	-0.892350, 0.877864	-0.003446, -0.003479
204	1	640.002585, 360.001367	0.000020, 0.000018	0.000000, 0.000000
204	2	629.997063, 558.954686	-1.585705, -0.073187	0.000533, -0.012589
204	3	863.074592, 588.799828	-0.895782, 0.874372	-0.003432, -0.003493
205	1	640.002605, 360.001385	0.000020, 0.000019	0.000000, 0.000000
205	2	628.411990, 558.868915	-1.585073, -0.085771	0.000633, -0.012584
205	3	862.175392, 589.670693	-0.899200, 0.870865	-0.003418, -0.003506
206	1	640.002625, 360.001404	0.000020, 0.000019	0.000000, 0.000000
206	2	626.827651, 558.770566	-1.584339, -0.098350	0.000733, -0.012579
206	3	861.272787, 590.538039	-0.902605, 0.867346	-0.003405, -0.003519
207	1	640.002646, 360.001423	0.000020, 0.000019	0.000000, 0.000000
207	2	625.244145, 558.659644	-1.583506, -0.110922	0.000833, -0.012572
207	3	860.366791, 591.401852	-0.905996, 0.863813	-0.003391, -0.003533
208	1	640.002666, 360.001442	0.000020, 0.000019	0.000000, 0.000000
208	2	623.661572, 558.536157	-1.582573, -0.123487	0.000934, -0.012565
208	3	859.457418, 592.262119	-0.909373, 0.860267	-0.003377, -0.003546
209	1	640.002686, 360.001461	0.000020, 0.000019	0.000000, 0.000000
209	2	622.080033, 558.400112	-1.581539, -0.136045	0.001034, -0.012557
209	3	858.544682, 593.118827	-0.912736, 0.856708	-0.003363, -0.003559
210	1	640.002707, 360.001480	0.000020, 0.000019	0.000000, 0.000000
210	2	620.499628, 558.251519	-1.580405, -0.148593	0.001134, -0.012549
210	3	857.628597, 593.971962	-0.916085, 0.853135	-0.003349, -0.003573
211	1	640.002727, 360.001500	0.000020, 0.000019	0.000000, 0.000000
211	2	618.920457, 558.090386	-1.579172, -0.161132	0.001234, -0.012539
211	3	856.709176, 594.821511	-0.919421, 0.849549	-0.003335, -0.003586
212	1	640.002748, 360.001519	0.000020, 0.000020	0.000000, 0.000000
212	2	617.342618, 557.916725	-1.577838, -0.173661	0.001333, -0.012529
212	3	855.786434, 595.667461	-0.922742, 0.845951	-0.003321, -0.003599
213	1	640.002768, 360.001539	0.000020, 0.000020	0.000000, 0.000000
213	2	615.766213, 557.730546	-1.576405, -0.186179	0.001433, -0.012518
213	3	854.860385, 596.509800	-0.926049, 0.842339	-0.003307, -0.003612
214	1	640.002788, 360.001559	0.000020, 0.000020	0.000000, 0.000000
214	2	614.191341, 557.531861	-1.574872, -0.198685	0.001533, -0.012506
214	3	853.931043, 597.348514	-0.929342, 0.838714	-0.003293, -0.003625
215	1	640.002809, 360.001579	0.000020, 0.000020	0.000000, 0.000000
215	2	612.618102, 557.320683	-1.573239, -0.211178	0.001633, -0.012493
215	3	852.998422, 598.183590	-0.932621, 0.835076	-0.003279, -0.003638
216	1	640.002829, 360.001599	0.000020, 0.000020	-0.000000, 0.000000
216	2	611.046595, 557.097025	-1.571507, -0.223658	0.001732, -0.012480
216	3	852.062536, 599.015016	-0.935886, 0.831426	-0.003265, -0.003651
217	1	640.002850, 360.001619	0.000020, 0.000020	-0.000000, 0.000000
217	2	609.476919, 556.860902	-1.569676, -0.236123	0.001831, -0.012465
217	3	851.123400, 599.842779	-0.939136, 0.827762	-0.003250, -0.003663
218	1	640.002870, 360.001640	0.000020, 0.000020	-0.000000, 0.000000
218	2	607.909173, 556.612329	-1.567745, -0.248573	0.001931, -0.012450
218	3	850.181029, 600.666865	-0.942372, 0.824086	-0.003236, -0.003676
219	1	640.002890, 360.001660	0.000020, 0.000021	-0.000000, 0.000000
219	2	606.343458, 556.351321	-1.565716, -0.261008	0.002030, -0.012434
219	3	849.235435, 601.487263	-0.945593, 0.820398	-0.003222, -0.003689
220	1	640.002911, 360.001681	0.000020, 0.000021	-0.000000, 0.000000
220	2	604.779871, 556.077895	-1.563587, -0.273426	0.002129, -0.012418
220	3	848.286635, 602.303959	-0.948800, 0.816696	-0.003207, -0.003701
221	1	640.002931, 360.001702	0.000020, 0.000021	-0.000000, 0.000000
221	2	603.218512, 555.792070	-1.561359, -0.285826	0.002228, -0.012400
221	3	847.334642, 603.116941	-0.951993, 0.812982	-0.003193, -0.003714
222	1	640.002952, 360.001723	0.000020, 0.000021	-0.000000, 0.000000
222	2	601.659479, 555.493862	-1.559033, -0.298208	0.002326, -0.012382
222	3	846.379471, 603.926197	-0.955171, 0.809256	-0.003178, -0.003726
223	1	640.002972, 360.001744	0.000020, 0.000021	-0.000000, 0.000000
223	2	600.102871, 555.183291	-1.556608, -0.310571	0.002425, -0.012363
223	3	845.421136, 604.731713	-0.958335, 0.805517	-0.003163, -0.003739
224	1	640.002992, 360.001765	0.000020, 0.000021	-0.000000, 0.000000
224	2	598.548786, 554.860378	-1.554085, -0.322914	0.002523, -0.012343
224	3	844.459653, 605.533479	-0.961483, 0.801765	-0.003149, -0.003751
225	1	640.003013, 360.001787	0.000020, 0.000021	-0.000000, 0.000000
225	2	596.997323, 554.525142	-1.551463, -0.335236	0.002622, -0.012322
225	3	843.495036, 606.331481	-0.964617, 0.798002	-0.003134, -0.003764
226	1	640.003033, 360.001808	0.000020, 0.000022	-0.000000, 0.000000
226	2	595.448579, 554.177604	-1.548744, -0.347537	0.002720, -0.012301
226	3	842.527299, 607.125706	-0.967737, 0.794226	-0.003119, -0.003776
227	1	640.003053, 360.001830	0.000020, 0.000022	-0.000000, 0.000000
227	2	593.902653, 553.817789	-1.545926, -0.359816	0.002817, -0.012279
227	3	841.556457, 607.916144	-0.970841, 0.790438	-0.003105, -0.003788
228	1	640.003073, 360.001852	0.000020, 0.000022	-0.000000, 0.000000
228	2	592.359642, 553.445717	-1.543011, -0.372072	0.002915, -0.012256
228	3	840.582526, 608.702781	-0.973931, 0.786637	-0.003090, -0.003800
229	1	640.003094, 360.001874	0.000020, 0.000022	-0.000000, 0.000000
229	2	590.819643, 553.061414	-1.539998, -0.384303	0.003013, -0.012232
229	3	839.605520, 609.485606	-0.977006, 0.782825	-0.003075, -0.003813
230	1	640.003114, 360.001896	0.000020, 0.000022	-0.000000, 0.000000
230	2	589.282755, 552.664903	-1.536888, -0.396511	0.003110, -0.012207
230	3	838.625454, 610.264606	-0.980066, 0.779000	-0.003060, -0.003825
231	1	640.003134, 360.001918	0.000020, 0.000022	-0.000000, 0.000000
231	2	587.749073, 552.256210	-1.533681, -0.408693	0.003207, -0.012182
231	3	837.642343, 611.039769	-0.983111, 0.775163	-0.003045, -0.003837
232	1	640.003155, 360.001941	0.000020, 0.000022	-0.000000, 0.000000
232	2	586.218696, 551.835361	-1.530377, -0.420849	0.003304, -0.012156
232	3	836.656202, 611.811084	-0.986141, 0.771315	-0.003030, -0.003849
233	1	640.003175, 360.001963	0.000020, 0.000023	-0.000000, 0.000000
233	2	584.691719, 551.402383	-1.526977, -0.432978	0.003401, -0.012129
233	3	835.667046, 612.578539	-0.989156, 0.767455	-0.003015, -0.003860
234	1	640.003195, 360.001986	0.000020, 0.000023	-0.000000, 0.000000
234	2	583.168240, 550.957304	-1.523480, -0.445079	0.003497, -0.012101
234	3	834.674890, 613.342121	-0.992156, 0.763582	-0.003000, -0.003872
235	1	640.003215, 360.002009	0.000020, 0.000023	-0.000000, 0.000000
235	2	581.648353, 550.500152	-1.519886, -0.457152	0.003593, -0.012073
235	3	833.679750, 614.101819	-0.995140, 0.759698	-0.002985, -0.003884
236	1	640.003235, 360.002032	0.000020, 0.000023	-0.000000, 0.000000
236	2	580.132156, 550.030956	-1.516197, -0.469196	0.003689, -0.012044
236	3	832.681640, 614.857622	-0.998110, 0.755803	-0.002969, -0.003896
237	1	640.003255, 360.002055	0.000020, 0.000023	-0.000000, 0.000000
237	2	578.619745, 549.549747	-1.512412, -0.481210	0.003785, -0.012014
237	3	831.680577, 615.609518	-1.001064, 0.751895	-0.002954, -0.003907
238	1	640.003276, 360.002078	0.000020, 0.000023	-0.000000, 0.000000
238	2	577.111213, 549.056554	-1.508531, -0.493192	0.003881, -0.011983
238	3	830.676574, 616.357494	-1.004002, 0.747977	-0.002939, -0.003919
239	1	640.003296, 360.002102	0.000020, 0.000023	-0.000000, 0.000000
239	2	575.606658, 548.551410	-1.504555, -0.505144	0.003976, -0.011951
239	3	829.669648, 617.101540	-1.006926, 0.744046	-0.002923, -0.003930
240	1	640.003316, 360.002125	0.000020, 0.000024	-0.000000, 0.000000
240	2	574.106174, 548.034347	-1.500484, -0.517063	0.004071, -0.011919
240	3	828.659814, 617.841644	-1.009834, 0.740104	-0.002908, -0.003942
241	1	640.003336, 360.002149	0.000020, 0.000024	-0.000000, 0.000000
241	2	572.609855, 547.505398	-1.496319, -0.528949	0.004166, -0.011886
241	3	827.647088, 618.577795	-1.012727, 0.736151	-0.002893, -0.003953
242	1	640.003356, 360.002173	0.000020, 0.000024	-0.000000, 0.000000
242	2	571.117796, 546.964597	-1.492059, -0.540801	0.004260, -0.011852
242	3	826.631484, 619.309982	-1.015604, 0.732186	-0.002877, -0.003965
243	1	640.003376, 360.002197	0.000020, 0.000024	-0.000000, 0.000000
